3406,45,1
3406,88,1
3406,110,1
3406,130,1
3406,142,1
3406,150,1
3406,162,1
3406,163,1
3406,217,1
3683,2,1
3683,120,1
3683,122,1
3683,125,1
3683,130,1
3683,142,1
3683,146,1
3683,154,1
3683,184,1
3683,254,1
4685,9,1
4685,37,1
4685,75,1
4685,120,1
4685,121,1
4685,130,1
4685,142,1
5289,2,1
5289,12,1
5289,38,1
5289,130,1
5289,163,1
5289,217,1
6781,23,1
6781,125,1
6781,130,1
6781,158,1
6781,226,1
7046,2,1
7046,12,1
7046,45,1
7046,75,1
7046,130,1
7046,142,1
7046,156,1
7046,253,1
7180,23,1
7180,36,1
7180,125,1
7180,130,1
7180,142,1
7180,163,1
7180,226,1
7180,253,1
7391,2,1
7391,6,1
7391,23,1
7391,28,1
7391,35,1
7391,47,1
7391,48,1
7391,75,1
7391,88,1
7391,130,1
7391,142,1
7391,145,1
7391,162,1
9668,89,1
9668,125,1
9668,130,1
9668,131,1
9668,142,1
9668,162,1
9668,163,1
26428,12,1
26428,35,1
26428,75,1
26428,130,1
26428,135,1
26428,142,1
26428,156,1
26428,217,1
27451,2,1
27451,3,1
27451,23,1
27451,37,1
27451,88,1
27451,163,1
30624,34,1
30624,42,1
30624,75,1
30624,131,1
30624,135,1
30624,142,1
30624,253,1
32097,3,1
32097,6,1
32097,9,1
32097,45,1
32097,75,1
32097,89,1
32097,130,1
32097,142,1
32097,146,1
32097,150,1
32097,217,1
34007,2,1
34007,23,1
34007,34,1
34007,42,1
34007,75,1
34007,89,1
34007,142,1
34007,184,1
39074,23,1
39074,120,1
39074,122,1
39074,130,1
39074,131,1
39074,142,1
39074,253,1
41762,2,1
41762,8,1
41762,23,1
41762,75,1
41762,88,1
41762,125,1
41762,130,1
41762,142,1
41762,163,1
41762,251,1
46601,13,1
46601,23,1
46601,36,1
46601,38,1
46601,88,1
46601,130,1
47579,2,1
47579,45,1
47579,112,1
47579,120,1
47579,121,1
47579,163,1
47579,253,1
51506,2,1
51506,23,1
51506,35,1
51506,42,1
51506,46,1
51506,66,1
51506,142,1
51506,154,1
51506,217,1
56347,9,1
56347,23,1
56347,28,1
56347,35,1
56347,142,1
56347,217,1
57340,89,1
57340,120,1
57340,130,1
57340,131,1
57340,142,1
57340,146,1
57340,150,1
57340,217,1
57340,226,1
57930,130,1
57930,131,1
57930,163,1
58045,47,1
58045,88,1
58045,120,1
58045,122,1
58045,138,1
58045,145,1
62808,2,1
62808,10,1
62808,36,1
62808,45,1
62808,89,1
62808,115,1
62808,120,1
62808,122,1
62808,130,1
62808,146,1
62808,163,1
62808,184,1
62826,2,1
62826,23,1
62826,88,1
62826,130,1
62826,142,1
62826,154,1
62826,226,1
63590,2,1
63590,8,1
63590,56,1
63590,75,1
63590,122,1
63590,131,1
63590,142,1
66985,3,1
66985,8,1
66985,88,1
66985,115,1
66985,130,1
66985,217,1
66985,254,1
67004,11,1
67004,56,1
67004,75,1
67004,88,1
67004,132,1
67004,135,1
67004,142,1
67004,156,1
68200,2,1
68200,23,1
68200,34,1
68200,75,1
68200,120,1
68200,130,1
68200,131,1
68200,162,1
68200,183,1
68340,2,1
68340,120,1
68340,125,1
68340,130,1
68340,142,1
68340,145,1
68340,150,1
68340,163,1
68340,253,1
68441,2,1
68441,6,1
68441,8,1
68441,23,1
68441,56,1
68441,87,1
68441,120,1
68441,130,1
68441,156,1
68441,163,1
68441,251,1
70133,47,1
70133,131,1
70133,135,1
70133,146,1
70410,2,1
70410,139,1
70410,142,1
70410,184,1
70410,253,1
72980,2,1
72980,9,1
72980,130,1
72980,142,1
72980,150,1
72980,156,1
72980,163,1
72980,217,1
74870,35,1
74870,115,1
74870,120,1
74870,131,1
74870,138,1
74870,156,1
74870,163,1
74870,217,1
75289,2,1
75289,38,1
75289,122,1
75289,130,1
75289,131,1
75289,163,1
76995,46,1
76995,56,1
76995,75,1
76995,110,1
76995,130,1
76995,142,1
76995,153,1
76995,154,1
76995,156,1
79790,9,1
79790,23,1
79790,45,1
79790,130,1
79790,131,1
79790,142,1
79790,145,1
79790,150,1
79790,153,1
79790,154,1
79790,156,1
79790,163,1
79790,184,1
81103,2,1
81103,45,1
81103,88,1
81103,130,1
81103,142,1
81103,217,1
81103,253,1
81207,23,1
81207,110,1
81207,130,1
81207,142,1
81207,163,1
81207,217,1
81596,2,1
81596,23,1
81596,45,1
81596,131,1
81596,142,1
81596,154,1
81596,217,1
81596,253,1
81838,23,1
81838,37,1
81838,130,1
81838,142,1
81838,156,1
81838,184,1
81838,217,1
81838,254,1
82267,2,1
82267,42,1
82267,46,1
82267,88,1
82267,121,1
82267,130,1
82267,217,1
82267,253,1
82930,2,1
82930,35,1
82930,45,1
82930,47,1
82930,48,1
82930,130,1
82930,142,1
82988,8,1
82988,23,1
82988,35,1
82988,47,1
82988,75,1
82988,130,1
82988,142,1
82988,162,1
82988,163,1
83607,6,1
83607,130,1
83607,135,1
83607,142,1
83607,184,1
84806,2,1
84806,8,1
84806,23,1
84806,38,1
84806,42,1
84806,75,1
84806,154,1
84806,253,1
89299,23,1
89299,88,1
89299,122,1
89299,130,1
89299,156,1
89299,217,1
100454,2,1
100454,35,1
100454,88,1
100454,130,1
100454,142,1
100454,254,1
101937,130,1
101937,142,1
101937,146,1
101937,156,1
101937,163,1
101937,217,1
102098,12,1
102098,48,1
102098,130,1
102098,132,1
102098,142,1
102098,153,1
102098,163,1
102098,226,1
105998,2,1
105998,23,1
105998,125,1
105998,130,1
105998,142,1
105998,184,1
105998,217,1
105998,253,1
106109,2,1
106109,8,1
106109,38,1
106109,120,1
106109,142,1
106109,163,1
107274,2,1
107274,8,1
107274,45,1
107274,75,1
107274,88,1
107274,130,1
107274,253,1
109153,3,1
109153,75,1
109153,130,1
109153,131,1
109153,142,1
109153,217,1
109153,254,1
111251,23,1
111251,130,1
111251,131,1
111251,142,1
111251,163,1
111251,217,1
111295,2,1
111295,23,1
111295,122,1
111295,125,1
111295,130,1
111295,142,1
111295,156,1
111295,163,1
112269,2,1
112269,23,1
112269,48,1
112269,120,1
112269,122,1
112269,125,1
112269,163,1
112269,217,1
112517,2,1
112517,8,1
112517,23,1
112517,42,1
112517,75,1
112517,142,1
112517,156,1
112517,251,1
115672,2,1
115672,12,1
115672,75,1
115672,130,1
115672,131,1
115672,135,1
115672,156,1
117000,9,1
117000,34,1
117000,42,1
117000,130,1
117000,154,1
117000,163,1
118709,23,1
118709,118,1
118709,121,1
118709,125,1
118709,130,1
118709,132,1
118709,145,1
118709,150,1
118709,163,1
118709,253,1
119551,2,1
119551,8,1
119551,23,1
119551,88,1
119551,156,1
119551,163,1
119551,251,1
119732,2,1
119732,36,1
119732,38,1
119732,42,1
119732,75,1
119732,138,1
119732,142,1
119732,217,1
119743,2,1
119743,6,1
119743,125,1
119743,130,1
119743,142,1
119743,156,1
120286,11,1
120286,23,1
120286,130,1
